input,label
"High drama ,",1
"Infidelity drama is nicely shot , well-edited and features a standout performance by Diane Lane .",1
one very funny joke and a few other decent ones,1
is inane and awful,0
"This is n't exactly profound cinema , but it 's good-natured and sometimes quite funny .",1
for the better,1
"captures , in luminous interviews and amazingly evocative film from three decades ago , the essence of the Dogtown experience .",1
prepackaged,0
the shameless self-caricature,0
compelling dramatic,1
"written so well ,",1
Antonio Banderas,1
appalling,0
tried to squeeze too many elements into the film,0
as best actress,1
Time of Favor could have given audiences the time of day by concentrating on the elements of a revealing alienation among a culture of people who sadly are at hostile odds with one another through recklessness and retaliation .,0
"have been benefited from a sharper , cleaner script before it went in front of the camera",1
quite a nosedive,0
that is ultimately suspiciously familiar,0
flagrantly fake thunderstorms,0
famed charisma,1
going to love The Piano Teacher,1
"filmmaking , the kind that pretends to be passionate and truthful but is really frustratingly timid and soggy",0
"Beneath the uncanny , inevitable and seemingly shrewd facade of movie-biz farce ... lies a plot cobbled together from largely flat and uncreative moments .",0
"homage pokepie hat , but as a character he 's dry",0
"unparalleled proportions , writer-director Parker",1
Be patient with the lovely Hush !,1
care about its protagonist and celebrate his victories,1
Perhaps the most annoying thing,0
"the film operates nicely off the element of surprise ,",1
But the movie that does n't really deliver for country music fans or for family audiences,0
"they will have a showdown , but ,",1
goes to the essence of Broadway,1
the devastation,0
on the promise of excitement,1
that 's unique or memorable .,1
marveilleux,1
draw attention to itself,1
takes your breath away,1
"The word that comes to mind , while watching Eric Rohmer 's tribute to a courageous Scottish lady",1
harsh objectivity and refusal,0
crummy-looking videotape,0
Juwanna Mann is even more ludicrous than you 'd expect from the guy-in-a-dress genre,0
"half of Dragonfly is worse : The part where nothing 's happening , or the part where something 's happening",0
"the film 's crisp , unaffected style and",1
"to a tight , brisk 85-minute screwball thriller",1
Is n't it a bit early in his career for director Barry Sonnenfeld to do a homage to himself ?,0
acclaimed,1
captures the dry wit that 's so prevalent on The Rock,1
I had a lot of problems with this movie .,0
Ford effortlessly filled with authority,1
has too many spots where it 's on slippery footing,0
in tired stereotypes,0
A worthwhile documentary,1
s truly deserving of its Oscar nomination,1
"a genteel , prep-school quality that feels dusty and leatherbound",0
the script 's endless assault of embarrassingly ham-fisted sex jokes,0
"allowing us to find the small , human moments , and leaving off with a grand whimper",1
Walk to Remember '',1
puts the kibosh on what is otherwise a sumptuous work of B-movie imagination .,0
such life-embracing spirit,1
the potential success,1
"begins with promise , but runs aground after being snared in its own tangled plot",0
exist for hushed lines,0
cable sexploitation,0
long after this film has ended,1
"Sadly , Full Frontal plays like the work of a dilettante .",0
almost anyone 's willingness to believe in it,1
discord,0
"remains a chilly , clinical lab report",0
dumb and derivative horror,0
laconic pace,0
s really well directed,1
leaves a bitter taste,0
it offers much to absorb and even more to think about after the final frame .,1
blunder,0
Below is well below expectations .,0
"filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing",1
navigates a fast fade into pomposity and pretentiousness .,0
", Big Trouble remains a loosely tied series of vignettes which only prove that ` zany ' does n't necessarily mean ` funny . '",0
to have forgotten everything he ever knew about generating suspense,0
meandering and pointless French coming-of-age import,0
a smile on your face,1
keep them guessing,1
"It 's a good film , but it falls short of its aspiration to be a true ` epic '",1
To Blandly Go Where We Went 8 Movies Ago ...,0
the entire exercise has no real point,0
"A boring , pretentious muddle that uses a sensational , real-life 19th-Century crime as a metaphor for",0
of honest working folk,1
it 's so inane that it gave me plenty of time to ponder my Thanksgiving to-do list,0
good -LRB- successful -RRB- rental,1
Lucky Break is -LRB- Cattaneo -RRB- sophomore slump .,0
ample,1
improvement,1
in favor of mushy obviousness,0
a movie that grips and holds you in rapt attention from,1
", Cage manages a degree of casual realism",1
really belongs with any viewer forced to watch him try out so many complicated facial expressions,0
"... hits every cliche we 've come to expect , including the assumption that `` crazy '' people are innocent , childlike and inherently funny .",0
sexism to Monday Morning that undercuts its charm,0
particularly engaging,1
of death in this bitter Italian comedy,0
does no justice to the story itself,0
shows the promise of digital filmmaking,1
undeniably moving film,1
"Somewhere in the middle , the film compels , as Demme experiments he harvests a few movie moment gems",1
"Newcastle , the first half of Gangster No. 1 drips with style and , at times , blood",1
satisfyingly,1
borrowed images,0
which has been held hostage by generic scripts that seek to remake Sleepless in Seattle again and again,0
"stupid , derivative horror film",0
is bright and flashy,1
then it 's the perfect cure for insomnia .,0
"their often heartbreaking testimony , spoken directly into director Patricio Guzman 's camera , pack a powerful emotional wallop",1
raunchy and,0
once again dazzle and delight us,1
it fails,0
arrest development in a dead-end existence,0
"whose charm , cultivation and devotion to his people are readily apparent",1
It 's uninteresting .,0
"No better or worse than ` Truth or Consequences , N.M. ' or any other interchangeable actioner with imbecilic Mafia",0
feel the wasted potential of this slapstick comedy,0
brightly optimistic,1
petty thievery like this that puts flimsy flicks like this behind bars,0
A backstage must-see for true fans of comedy,1
You can take the grandkids or the grandparents and never worry about anyone being bored,1
charmer,1
"celebrates the group 's playful spark of nonconformity , glancing vividly back at what Hibiscus grandly called his ` angels of light . '",1
needs to stay afloat in Hollywood,0
fails to entertain,0
as a dystopian movie,0
very thrilling,1
"My precious new Star Wars movie is a lumbering , wheezy drag ...",0
the most original American productions this year,1
likes,1
", this melancholic film noir reminded me a lot of Memento ...",1
"miscast leads ,",0
is a big time stinker .,0
a grand whimper,0
into something more recyclable than significant,0
"is nearly incoherent , an excuse to get to the closing bout ... by which time it 's impossible to care who wins",0
slim hopes and dreams,0
more bizarre,0
stubbornly refused to gel,0
", poorly dubbed dialogue and murky cinematography",0
"An allegory concerning the chronically mixed signals African American professionals get about overachieving could be intriguing , but the supernatural trappings only obscure the message .",0
